uniqid,d11,polintr,qb1,qb3_1,qb3_2,qb3_3,qb3_4,qb3_5,qb3_6,qb3_7,d7r,d9b,d10,d15a,d15b,d25,d63,d1,p1,p2,p3,region_denmark
110025230,43,Medium,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single living with a partner,DEN:Short cycle tertiary,Woman,"Unskilled manual worker, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The upper middle class of society,3,22 Sep 21,13 - 16 h,983,DK04 - Midtjylland
110025248,60,Low,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Divorced or separated,DEN:Short cycle tertiary,Woman,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The lower middle class of society,4,22 Sep 21,17 - 19 h,1511,DK01 - Hovedstaden
110025249,24,Medium,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Diploma Degree,Woman,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,3,22 Sep 21,17 - 19 h,1072,DK03 - Syddanmark
110025250,72,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Diploma Degree,Woman,"Retired, unable to work","Middle management, etc.",Rural area or village,The middle class of society,5,22 Sep 21,17 - 19 h,2540,DK02 - Sjaelland
110025255,23,Strong,Not very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,The environmental impact of digital products and services,Single,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,Student,Never did any paid work,Large town,The middle class of society,3,22 Sep 21,17 - 19 h,2313,DK04 - Midtjylland
110025264,74,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Divorced or separated,DEN:Master or equivalent,Man,"Retired, unable to work","Middle management, etc.",Large town,The upper middle class of society,3,22 Sep 21,17 - 19 h,1298,DK01 - Hovedstaden
110025265,49,Medium,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,"Employed position, service job",Inap. (not 1 to 4 in d15a),Rural area or village,The working class of society,4,22 Sep 21,17 - 19 h,1526,DK02 - Sjaelland
110025267,27,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,DEN:Master or equivalent,Man,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,5,22 Sep 21,17 - 19 h,1383,DK04 - Midtjylland
110025268,57,Medium,Very important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Divorced or separated,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Employed position, travelling",Inap. (not 1 to 4 in d15a),Rural area or village,The working class of society,7,22 Sep 21,17 - 19 h,1418,DK02 - Sjaelland
110025269,23,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,Student,"Employed position, service job",Large town,The middle class of society,8,22 Sep 21,17 - 19 h,1677,DK04 - Midtjylland
110025280,69,Medium,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single,DEN:Diploma Degree,Woman,"Retired, unable to work","Employed position, service job",Small/middle town,The middle class of society,4,22 Sep 21,17 - 19 h,1925,DK02 - Sjaelland
110025283,67,Medium,Very important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,The environmental impact of digital products and services,(Re)Married,DEN:Master or equivalent,Man,"Retired, unable to work","Employed position, at desk",Rural area or village,The upper middle class of society,2,22 Sep 21,20 - 22 h,1645,DK02 - Sjaelland
110025285,43,Not at all,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,5,22 Sep 21,20 - 22 h,1264,DK01 - Hovedstaden
110025287,37,Medium,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,Single,DEN:No Education,Man,"Unskilled manual worker, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The working class of society,5,22 Sep 21,20 - 22 h,1963,DK04 - Midtjylland
110025288,62,Not at all,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single,DEN:Primary school 8-11 years,Man,"Retired, unable to work","Unskilled manual worker, etc.",Small/middle town,The working class of society,5,22 Sep 21,20 - 22 h,1780,DK02 - Sjaelland
110025291,70,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Widow,DEN:Bachelor or equivalent,Woman,"Owner of a shop, craftsmen, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The upper middle class of society,4,23 Sep 21,<8 h,5287,DK02 - Sjaelland
110025293,61,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,Farmer,Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,7,23 Sep 21,<8 h,1745,DK03 - Syddanmark
110025296,26,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Single,DEN:Short cycle tertiary,Man,Student,"Middle management, etc.",Small/middle town,The lower middle class of society,7,23 Sep 21,<8 h,1964,DK02 - Sjaelland
110025298,62,Strong,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Master or equivalent,Man,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The upper middle class of society,6,23 Sep 21,<8 h,2702,DK02 - Sjaelland
110025301,74,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Widow,DEN:Short cycle tertiary,Woman,"Responsible for ordinary shopping, etc.","Employed position, service job",Rural area or village,The middle class of society,2,23 Sep 21,<8 h,1913,DK02 - Sjaelland
110025302,62,Strong,Fairly important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single living with a partner,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Retired, unable to work","Employed position, service job",Small/middle town,The middle class of society,8,23 Sep 21,<8 h,1877,DK04 - Midtjylland
110025303,19,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,The environmental impact of digital products and services,Single living with a partner,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,Student,"Employed position, service job",Large town,The lower middle class of society,1 Left,23 Sep 21,<8 h,2221,DK04 - Midtjylland
110025304,64,Low,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,DEN:Short cycle tertiary,Woman,"Retired, unable to work","Employed position, at desk",Small/middle town,The middle class of society,7,23 Sep 21,<8 h,1363,DK01 - Hovedstaden
110025309,74,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Diploma Degree,Woman,"Retired, unable to work","Middle management, etc.",Large town,The middle class of society,3,23 Sep 21,<8 h,2079,DK01 - Hovedstaden
110025316,75,Strong,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Bachelor or equivalent,Man,"Retired, unable to work","Middle management, etc.",Small/middle town,The upper middle class of society,1 Left,23 Sep 21,<8 h,1924,DK02 - Sjaelland
110025317,54,Medium,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,Not mentioned,Not mentioned,The environmental impact of digital products and services,Single,DEN:Diploma Degree,Woman,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,5,23 Sep 21,<8 h,1972,DK03 - Syddanmark
110025318,47,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Single,DEN:Master or equivalent,Man,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,10 Right,23 Sep 21,<8 h,2406,DK02 - Sjaelland
110025326,72,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,The environmental impact of digital products and services,(Re)Married,DEN:Short cycle tertiary,Man,Supervisor,Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,7,23 Sep 21,8 - 12 h,2225,DK04 - Midtjylland
110025334,74,Low,Fairly important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Widow,DEN:Diploma Degree,Man,"Retired, unable to work","Professional (lawyer, etc.)",Small/middle town,The middle class of society,8,23 Sep 21,8 - 12 h,1533,DK02 - Sjaelland
110025351,58,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Diploma Degree,Man,Skilled manual worker,Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,9,23 Sep 21,8 - 12 h,3273,DK04 - Midtjylland
110025353,58,Not at all,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,The environmental impact of digital products and services,Single,DEN:Primary school 8-11 years,Man,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Rural area or village,The upper middle class of society,5,23 Sep 21,8 - 12 h,1164,DK02 - Sjaelland
110025354,28,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Single living with a partner,DEN:Bachelor or equivalent,Woman,Student,"Employed position, service job",Small/middle town,The middle class of society,1 Left,23 Sep 21,8 - 12 h,1388,DK02 - Sjaelland
110025358,79,Medium,Very important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Diploma Degree,Woman,"Retired, unable to work","Middle management, etc.",Small/middle town,The middle class of society,4,23 Sep 21,8 - 12 h,1853,DK04 - Midtjylland
110025359,29,Low,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Man,Skilled manual worker,Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,4,23 Sep 21,8 - 12 h,1451,DK04 - Midtjylland
110025367,22,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,DEN:Bachelor or equivalent,Man,Student,"Employed professional (employed doctor, etc.)",Large town,The upper middle class of society,7,23 Sep 21,8 - 12 h,3300,DK01 - Hovedstaden
110025368,34,Medium,Very important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single living with a partner,DEN:Master or equivalent,Woman,"Responsible for ordinary shopping, etc.","Middle management, etc.",Small/middle town,The middle class of society,2,23 Sep 21,8 - 12 h,1801,DK04 - Midtjylland
110025399,78,Low,Not very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Master or equivalent,Man,"Retired, unable to work","General management, etc.",Small/middle town,The upper middle class of society,4,23 Sep 21,13 - 16 h,2266,DK04 - Midtjylland
110025400,24,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,8,23 Sep 21,13 - 16 h,1057,DK02 - Sjaelland
110025403,65,Low,Fairly important,Not mentioned,Not mentioned,The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,Widow,DEN:Short cycle tertiary,Woman,"Responsible for ordinary shopping, etc.","Employed position, service job",Rural area or village,The middle class of society,DK (SPONT.),23 Sep 21,13 - 16 h,4912,DK05 - Nordjylland
110025418,38,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,The environmental impact of digital products and services,Single living with a partner,DEN:Bachelor or equivalent,Woman,"Employed position, service job",Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,5,23 Sep 21,13 - 16 h,1273,DK02 - Sjaelland
110025424,24,Low,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Bachelor or equivalent,Man,"Unemployed, temporarily not working",Never did any paid work,Rural area or village,The working class of society,4,23 Sep 21,13 - 16 h,709,DK02 - Sjaelland
110025428,24,Medium,Very important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Diploma Degree,Man,"Unemployed, temporarily not working",Never did any paid work,Rural area or village,The lower middle class of society,5,23 Sep 21,17 - 19 h,926,DK02 - Sjaelland
110025429,57,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Woman,Student,Skilled manual worker,Small/middle town,The working class of society,5,23 Sep 21,17 - 19 h,1896,DK02 - Sjaelland
110025431,60,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Master or equivalent,Woman,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Rural area or village,The upper middle class of society,2,23 Sep 21,17 - 19 h,4202,DK04 - Midtjylland
110025433,70,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Divorced or separated,DEN:Diploma Degree,Woman,"Retired, unable to work","Middle management, etc.",Large town,The upper middle class of society,9,23 Sep 21,17 - 19 h,1126,DK01 - Hovedstaden
110025446,59,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,The environmental impact of digital products and services,(Re)Married,DEN:Diploma Degree,Woman,"Employed position, service job",Inap. (not 1 to 4 in d15a),Small/middle town,The upper middle class of society,5,23 Sep 21,17 - 19 h,3478,DK01 - Hovedstaden
110025450,72,Low,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single,DEN:Diploma Degree,Woman,"Retired, unable to work","Employed position, at desk",Small/middle town,The lower middle class of society,5,23 Sep 21,17 - 19 h,3429,DK03 - Syddanmark
110025451,48,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,The environmental impact of digital products and services,(Re)Married,DEN:Master or equivalent,Woman,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,8,23 Sep 21,17 - 19 h,1067,DK04 - Midtjylland
110025457,47,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Bachelor or equivalent,Man,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,3,23 Sep 21,17 - 19 h,3505,DK04 - Midtjylland
110025473,26,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Single living with a partner,DEN:Master or equivalent,Man,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Rural area or village,The upper middle class of society,8,24 Sep 21,<8 h,2921,DK05 - Nordjylland
110025486,61,Strong,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Diploma Degree,Woman,"Employed position, service job",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,3,24 Sep 21,<8 h,1565,DK04 - Midtjylland
110025487,61,Low,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Master or equivalent,Man,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Large town,The upper middle class of society,8,24 Sep 21,<8 h,1686,DK01 - Hovedstaden
110025489,37,Medium,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Master or equivalent,Woman,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,6,24 Sep 21,<8 h,1817,DK04 - Midtjylland
110025502,24,Not at all,Not very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single living with a partner,DEN:Short cycle tertiary,Woman,"Unemployed, temporarily not working",Skilled manual worker,Rural area or village,The lower middle class of society,5,24 Sep 21,8 - 12 h,1458,DK04 - Midtjylland
110025510,34,Low,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,The environmental impact of digital products and services,Single,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,Skilled manual worker,Inap. (not 1 to 4 in d15a),Small/middle town,The lower middle class of society,5,24 Sep 21,8 - 12 h,1060,DK04 - Midtjylland
110025520,38,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,Single living with a partner,DEN:Master or equivalent,Man,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,7,24 Sep 21,8 - 12 h,1954,DK01 - Hovedstaden
110025523,23,Medium,Very important,Not mentioned,Not mentioned,The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,Student,"Employed position, service job",Large town,The middle class of society,1 Left,24 Sep 21,8 - 12 h,1340,DK04 - Midtjylland
110025525,68,Medium,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Diploma Degree,Man,"Retired, unable to work","Middle management, etc.",Rural area or village,The middle class of society,9,24 Sep 21,8 - 12 h,1805,DK03 - Syddanmark
110025529,45,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Divorced or separated,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Retired, unable to work","Employed position, service job",Large town,The lower middle class of society,3,24 Sep 21,8 - 12 h,3437,DK01 - Hovedstaden
110025533,36,Medium,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,The environmental impact of digital products and services,Single living with a partner,DEN:Master or equivalent,Man,"Professional (lawyer, etc.)",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,4,24 Sep 21,8 - 12 h,1449,DK02 - Sjaelland
110025545,23,Medium,Very important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single living with a partner,DEN:Bachelor or equivalent,Man,Student,"Unskilled manual worker, etc.",Large town,The middle class of society,8,24 Sep 21,13 - 16 h,1423,DK01 - Hovedstaden
110025564,41,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,The environmental impact of digital products and services,(Re)Married,DEN:Master or equivalent,Woman,"Employed position, service job",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,3,24 Sep 21,17 - 19 h,1154,DK04 - Midtjylland
110025574,29,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single living with a partner,DEN:Short cycle tertiary,Woman,Student,"Unskilled manual worker, etc.",Small/middle town,The lower middle class of society,8,24 Sep 21,20 - 22 h,2500,DK03 - Syddanmark
